category,tech1,description,fit,title,also_buy,tech2,brand,feature,rank,also_view,main_cat,similar_item,date,price,asin,details
"['Software', ""Children's"", 'Games']",,"['Features 14 fantastic roller coaster styles which can be constructed in unlimited configurations', '', '']",,Roller Coaster Tycoon,[],,Scholastic,"['Construct, demolish, design, test and tinker', ""Along the way, you'll encounter bad weather that keeps attendance down, roller coasters that prove to be menaces to society, and guests that get lost or complain because you haven't put in enough restaurants or rest rooms"", ""Running an amusement park isn't all fun and games, but when you get it right - it's sweet success""]","2,166 in Software (","['B00000K4MC', 'B01M5BXF54', 'B00GUHUHIM', 'B0008G1NEI', 'B0000695GX', 'B00006471Z', 'B01JDN4YNS', 'B0000ALSDY', 'B00008K2Y6', 'B00005LBVS']",Software,,</div>,$16.99,0439468973,
"['Software', ""Children's"", 'Early Learning']",,"['', '<font style=FONT-WEIGHT: bold; COLOR: #000099>Join Reader Rabbit on an Irresistible Learning Adventure!</font><br> <br> <div class=product_header>Product Information</div><br> <br> Join Reader Rabbit and Sam the Lion in the Land Where the Lions Roam Free! Expertly designed specifically for early readers, this enchanting story gently guides young learners toward essential reading and comprehension skills. Two CDs worth of fun phonics activities, interactive storybooks, and away-from-the-computer games and crafts promise lasting appeal and effective skill building. Best of all, this whimsical adventure draws on everyday reading materials such as poems, books, and newspapers, nurturing a childs real-world confidence in newfound skills.<br> <br> <div class=product_header>Skills Learned</div>', ""Reading success requires support, nurturing and fun! Trust Reader Rabbit to encourage and inspire your youngster in this irresistible learn-to-read adventure. Packed with the characters, songs, and games kids love - plus the educational value you demand - it's the ideal starting point for a lifetime of reading enjoyment.<br> <br> <div class=product_header>Product Features</div>""]",,Reader Rabbit Learn to Read with Phonics! 1st &amp; 2nd Grade,[],,Reader Rabbit,"['Ages 5-8 (Operating System: Windows 95, 98, Me, 2000, XP, Vista, Win 7 | Mac OS 8, 9, X)', 'Practice specific skills, or learn while following the adventure', 'Real-world reading materials such as poems, books, journals, and newspaper articles', 'Learn to identify animals in their environment, and the sounds they make; while coloring, singing, and playing fun games', 'Each learning activity can be played at multiple levels to grow with your child!']","5,334 in Software (","['B000VYIUJS', 'B00005LJDF']",Software,,</div>,$15.33,0439574560,
"['Software', ""Children's"", 'Early Learning']",,['Preschool/Kindergarten Learning to read with phonics.'],,Reader Rabbit Learn to Read with Phonics Preschool &amp; Kindergarten,['B000067PPQ'],,The Learning Channel,['Learning to read with Phonics'],"10,818 in Software (",[],Software,,</div>,$8.00,0439574552,
"['Software', 'Education &amp; Reference']",,"['Numerical keypad education. Velocity and accuracy talents. Reinforces absolute best typing practices Distinguished Gains. one hundred perform events at three vocabulary amounts. Robotically follows scholars Form to Learn three lesson stage &amp; Words-per-minute and accuracy stories.', '', '']",,Type Through Time (PC/Mac),[],,Sunburst,"['Education &amp; Reference', 'Software  Education &amp; Reference', 'Mac Software', ""Children's Game"", 'Software &gt; Lifestyle &amp; Hobbies']","18,765 in Software (",[],Software,,</div>,,043966375X,
"['Software', 'Education &amp; Reference', 'Typing']",,"['learn how to type', '', '']",,Mavis Beacon Teaches Typing Version 16,[],,Mavis Beacon,['typing'],"13,244 in Software (","['B0014ZQMXO', 'B00EZJRS8E', 'B0012VI1ES']",Software,,</div>,,0439697301,
"['Software', ""Children's""]",,"[""Scholastic De Marque Garfield's Typing Pal CD ROM teaching program. Fun for kids and adults too! Learn to type the fun and easy way with Garfield leading the way."", '', '']",,Garfield's Typing Pal Deluxe De Marque,[],,Scholastic,"['Typing made fun!', 'Teaches typing skills', 'Ages 7-up', 'CD ROM', 'Windows']","7,465 in Software (",['B0000AQPTB'],Software,,</div>,,0439697298,
"['Software', ""Children's""]",,[],,Fairly Odd Parents: Breakin' Da Rules PC CD-ROM,[],,THQ,[],"30,508 in Software (",[],Software,,</div>,$13.89,0439702208,
"['Software', 'Business &amp; Office', 'Office Suites']",,"['Teaches children a fun way to type', '', '']",,Spongebob Squarepants Typing,[],,The Learning Company,['Learn how to type'],"4,662 in Software (","['B000NKPF7U', 'B000EGMAK8', 'B006Z2CLBS', 'B0035N9VGI', 'B07HCPGXD8', 'B002U0L1BU', 'B01N9FNOX1']",Software,,</div>,$5.22,0439740207,
"['Software', ""Children's"", 'Early Learning']",,"['Leap Into Phonics consists of 8 components, each concentrating on particular phonemic awareness skills. Within each component, there are several activities that teach these skills.', '', '']",,Leap Into Phonics Build Phonemic Awareness,[],,LeapIntoLearning,"['Ages 4-7', 'MAC/Win Software']","18,736 in Software (",[],Software,,</div>,,0439799643,
"['Software', ""Children's"", 'Games']",,"['A very Fun Game Platform-windows 98, CD-ROM.  Works on Windows 7 also.', '', '']",,Petz Catz and Dogz Playing Together,['B00002DDN5'],,usisoft,['Windows 98 - CD Rom - Fun game that can work on Windows 7.'],"4,810 in Software (","['B00007KGE9', 'B0006B5LQ6', 'B00006JEL5', 'B00002DDN5']",Software,,</div>,,0439801494,
"['Software', ""Children's"", 'Early Learning']",,"[""This CD builds math skill and confidence for kids in Kindergarten through 2nd grade. 2 CD discs are included.\n\nIn Zoo Zillions, Students play engaging activities counting money and making change, number line concepts, addition and subtraction, story problems, multiplication and division, counting forward and backward by 2s, 5s and 10s, rounding, mental math, patterns and early 3D geometry.\nAt the Gnu Ewe store kids learn about money while helping customer. Children pick out wigs, tails and coats for crazy animal customers. Kids add and make change.\nKids learn simple story problems playing with fish. Kids add or take fish out of aquariums while they work through story problems that cover simple addition, subtraction, multiplication and division. \nKids play on the number line train and work with 3D shapes in the gallery.\nEasily review topics covered on each level and change level if necessary.\n\nCarnival Countdown is a math carnival like no other. At this carnival kids in Kindergarten through 2nd grade learn problem solving, addition and subtraction, early logic, sorting and classifying, pattern recognition, equivalencies, multiplication and division and early 2D geometry.\n\nFive exciting and innovative activities in Carnival Countdown use whimsical graphics to make math sense. Students play at the snap clown circus and sort carnival cards into sets with Allison Elephant.\n\nAt the Bubble Band's Show crazy band members teach kids about place value, addition and subtraction using bubbles. \nTwo crazy otters guide children with a number line and scale. This scale has crazy weights on one side and numbers on the other."", '', '']",,Mighty Math K-2 Zoo Zillions and Carnival Coundown,[],,Edmark,"['Mighty Math Zoo Zillions and Carnival Countdown - 2 complete games', 'For grades K-2 or ages 5-8 years.', '2 CDs included for 2 fun games and lots of math learning', 'Windows95/98/Me/2000/XP/Vista and Mac 7.1 - OS X', 'Packaged in plastic jewel case']","11,772 in Software (",['B00024YCIA'],Software,,</div>,$17.95,0439827442,
"['Software', 'Education &amp; Reference']",,"[""Over 50 Activities Developing Essential 1st &amp;2nd Grade Topics!Product Information ABC-TV's award-winning Schoolhouse Rock brings you the perfect combination offun and learning in this comprehensive program.Schoolhouse Rock 1st-2nd Grade features 2 CD-ROMs packed with activities thatdevelop years of skills.As children explore the music and magic of Schoolhouse Rock they will discover50 activity combinations along with your child learning skills in mathscience reading grammar geography and history.Includes challenging activities printable activities and progress reports.Product Features Over 50 challenging activities Each CD covers a full year curriculum Child develops important skills in math grammar language arts geography science and history while having a blast playing fun-filled and challenging gamesSkills Learned Addition &amp; Subtraction Simple Multiplication Sentence Structure Reading Comprehension Science Exploration Geography Social Studies And Much More!Windows Requirements Windows 95/98/Me/XP\n486/66MHz processor or faster \n8MB of RAM \n16MB free hard disk space \nSVGA display with 256 colors\n2X CD-ROM drive (or faster)\nWindows compatible sound card QuickTime v2.1.2.59 ///\nMacintosh Requirements System 7.1 (or later), 68040/33 MHz processor (or faster), 8MB of RAM, 16MB free hard drive space, 2X CD-ROM drive (or faster), 256 colors monitor"", '', '']",,"SchoolHouse Rock! 1st &amp; 2nd Grade [Win Mac 2 CD-Rom Software] [Supports Windows 95,98,Me,XP - Macintosh System 7.1 (or later)]",[],,Scholastic,"['SchoolHouse Rock! 1st &amp; 2nd Grade [Win Mac 2 CD-Rom Software]', 'Windows 95/98/Me/XP, 486/66MHz processor or faster, 8MB of RAM, 16MB free hard disk space,', 'SVGA display with 256 colors, 2X CD-ROM drive (or faster), Windows compatible sound card, QuickTime v2.1.2.59', 'Macintosh Requirements System 7.1 (or later), 68040/33 MHz processor (or faster), 8MB of RAM,', '16MB free hard drive space, 2X CD-ROM drive (or faster), 256 colors monitor']","12,202 in Software (",[],Software,,</div>,$31.47,043983595X,
"['Software', ""Children's"", 'Games']",,['Software for Windows XP and below. Games designed for ages 3 and up.'],,Dora the Explorer Dance to the Rescue,[],,Nick Jr,"['PC CD-ROM Software', 'From Atari', 'Ages 3 - up', '5 games + Dance & Adventure Center', 'Scholastic Software']","2,041 in Software (",[],Software,,</div>,$8.99,0439860776,
"['Software', ""Children's"", 'Games']",,"['From the Manufacturer: Tired of cruising the same old mall? Then create a mall that rules with Mall Tycoon 3, the ultimate shopping center simulation! Its up to you to build trendy stores, delicious restaurants, fun-filled arcades, and even a cutting-edge multiplex. View your creation in full 3-D as shoppers swarm your fabulous retail empire and spend their hard-earned cash. Youve got to make sure you keep your mall totally hot, fun, and successful--or else your shoppers will go packing!', '', '']",,Mall Tycoon 3,[],,Scholastic,"['Create a Mall That Rules with Mall Tycoon 3, the Ultimate Shopping-Center Simulation!', 'Mix and Match Over 40 Unique Stores to Create a Multi-Level Shopping Haven', 'Host Seasonal Events and Schedule Ad Campaigns to Attract New Customers', '20+ Challenges Test Your Economic, Managerial, and Design Skills', 'Interactive and Expressive Shoppers Bring the Mall Experience to Life!']","11,303 in Software (","['B000BCGFBK', 'B00005YTYC']",Software,,</div>,,043990336X,
